Name,Date,Rating,Review
Holly,tates 🇺🇸 on 1 May 2018,5,"Adults will enjoy its subtle political message. Kids will enjoy a sweet story with an important message about justice and inclusion.
"
Jim Radloff,tates 🇺🇸 on 20 March 2018,5,"I loved it; the message, the illustrations, and the overall tone were just beautiful. I highly recommend this book to everyone.
"
j9blue,tates 🇺🇸 on 19 July 2018,5,"I absolutely loved this book. Audio is great too, you can hear Jim Parsons enjoying the story as he reads it.
"
Kiersten Jones,tates 🇺🇸 on 10 September 2019,5,"This book's message is timeless:  Everyone is different, and love trumps hate (or at least stink bugs).  We'll played, Sir.
"
Nivedita Nair,tates 🇺🇸 on 10 July 2019,5,"I think the concept is great. But I wished I read a bit more and saw that it is not compatible with Apple kinda app. The $$ goes to charity, so I am ok over all.
"
Kindle Customer,tates 🇺🇸 on 31 May 2018,5,"The kids are going crazy for it and they really internalize the beautiful message. Recommend to all!
"
Michael Shalev,tates 🇺🇸 on 8 May 2018,5,"Such a sweet book! Love is love and being different is just fine. Maybe one day Mike Pence will figure it out.
"
Cattalion1004,une 2021,5,"The story is wonderful and the story BEHIND the story is even better! I'm so happy I could participate in this cause.
"
Madison,March 2018,1,"Absolutely the best. Absolutely amazing to watch the hateful rhetoric of pence turned into something filled with love and acceptance! 💜💜💜
"
Brenda M.,tates on 18 September 2018,5,"My kids enjoyed reading this book and I was glad to know the proceeds go to a worthy cause.
"
Michelle Miller, June 2018,5,"Good message in a book raising money for great organizations!  The narration by some familiar voices was very enjoyable too!
"
Brandon Osterman,tates on 4 May 2019,5,"This book is an adorable sweet story, and is a creative middle finger to the VP. A perfect mix :)
"
Thunderbug,tates on 2 May 2018,5,"I love this book! I had to buy two books so that I can gift one to my friends!
"
K. Trollinger,tates on 28 December 2018,5,"Such an adorable little story. I LOVE IT! I'm glad I bought it,  worth the cause,  worth every penny. ❤
"
Chad,tates on 29 January 2019,5,"Fantastic down to the last detail and beautifully illustrated.  I've never been so excited to share a book with my 2-year-old!
"
Kelly,tates on 7 March 2019,5,"A book I will read to my grandchildren.  It's a good introduction to learn that there's nothing wrong with being different.
"
Nivedita Nair,tates on 11 September 2018,5,"You must order 30 of these books and give them to everyone you know.  Screw Mike Pence and his homophobia
"
Kindle Customer,tates on 20 March 2018,5,"I hope the real Marlon Bundo is as happy as this Marlon. You know considering he has practically the worst family ever.
"
Alex Casares,4 June 2021,5,"This is an adorable and well-written Children’s book with a great message! My kids (ages 6, 4, and 1) all love it!
"
Roy M.,22 March 2018,1,"This book is well written with great illustrations and a positive message of acceptance and Civic activism for our kids. Well done!
"
Hayley Allen,tates 🇺🇸 on 20 March 2018,5,"This should be read by everyone. Wonderful book ! I especially loved the humor and illustration. Hoping there is a book 2.
"
Liv-No-More Guy,tates 🇺🇸 on 1 June 2018,5,"This book smells great, NOT like the stinkbug.-Every sane American peopleYa Ya ya ya ya ya ya ya
"
Wickeddoll,tates 🇺🇸 on 20 March 2018,5,"Had to get this once I realized what it was and why it was made. The entire book is fun and sweet and heartwarming, and it's wonderful to know that proceeds will be helping those who need it.
"
Vicky,tates 🇺🇸 on 4 May 2018,5,"Great book, excellent present for my niece and nephew this Christmas.
"
Jomama,tates 🇺🇸 on 11 May 2018,5,"LOVE this sweet book about acceptance and love. Just be you! And forget about those nasty stink bugs with discriminatory opinions.
"
Donna Sanders,ingdom 🇬🇧 on 24 July 2018,5,"A beautifully illustrated book that every kid should have... this is an incredibly important message that ALL children need to hear.
"
Jason Wallace,tates 🇺🇸 on 19 March 2018,5,"Hilarious for adults!  Great for teaching kids about acceptance and love...got one for myself and my nephew
"
Matthew Lanza,tates 🇺🇸 on 5 July 2018,5,"Bought it as a gift for my 20 yr old nephew. Very well received.
"
Nivedita Nair,tates 🇺🇸 on 21 March 2018,5,"This is such a CUTE BOOK! And the proceeds go to the Trevor project?! WIN WIN SITUATION RIGHT HERE!!!
"
Kindle Customer,tates 🇺🇸 on 2 February 2019,5,"A true hoppily ever after story that will inspire all. Well worth the cost and a great message for all ages.
"
Erika  diaz,une 2021,5,"This is a magical story of love. It's okay to be different. I can't wait to read the sequel. :-)
"
SbgSo,March 2018,1,"Fantastic children's story with a dash of political humor, great for all animals. Bought the digital, will probably also get the hardcover.
"
Naomi Wagnon,tates on 19 March 2018,5,"The BEST....politics through ""story"" is much more palatable and powerful!  Good on you, John Oliver and Jill Twiss!
"
Doreen McCafferty,tates on 21 March 2018,5,"Go team Oliver!  This was better than I expected - well written, funny, touching, scary stinky stinkbug, with a happy ending!
"
"Loki ""Dog of Mischief""",ingdom on 9 April 2018,5,"Love the fact that the proceeds go to charity! Sweet book..& a great way to call out hypocritical Bible thumpers!
"
dmg,tates on 19 March 2018,5,"Great book! Please tell me there will be more books like this,  telling stories of positive messages to our youth!!
"
Terry Winter,tates on 17 April 2018,5,"Great book for a great cause. I read it to my son and my nephews and they loved it. Love is love!
"
T. Carrere,tates on 15 October 2018,5,"This book is beautifully illustrated and the text is well written to be both amusing for adults and enlightening for children. I purchased the audible version as well because I love the reading by Jim Parsons.
"
John Gaul,tates on 19 April 2018,5,"Book is lovely. Heads-up that the publisher permissions only allows this book to exist on computers, not phones or tablets
"
Nivedita Nair,tates on 18 April 2018,5,"Extremely good children's book, it has a great message, awesome work Last Week Tonight team, a very good book I really recomended.
"
Kindle Customer,tates on 6 May 2018,5,"A beautiful book for a wonderful cause! So excited to give this to my niece and share the love.
"
Olivia Heim,tates on 21 May 2018,5,"Amazing, adorable, important book to own. The other animal character are wonderful as well. Dill Prickle is my favorite.
"
Shawn,4 June 2021,5,"I read this my grade 1-2 students and they LOVED it!  An adorable book with an important message.
"
Kindle Customer,22 March 2018,1,"great book!  well written and illustrated.  Love to see these stories for children.  We are all people.
"
CKirk,tates 🇺🇸 on 31 May 2018,5,"Thanks for a fabulous book! Books like this are what make America great. Buy the correct Marlon Bundo Bunny book.
"
Lisa B.,tates 🇺🇸 on 22 March 2018,5,"Love this and the money goes to charity making it a perfect gag gift!
"
billysmart,tates 🇺🇸 on 6 October 2018,5,"This is a wonderful book that talks about acceptance.  I could not recommend it enough.
"
KND,tates 🇺🇸 on 23 March 2018,5,"Love love love this cute story about a bunny different from others and the acceptance of his bunny friend....bunny love!
"
James R. Catoire,tates 🇺🇸 on 1 July 2019,5,"Got it immediately when the next shipment was available. Great book and glad to support a great cause.
"
Amazon Customer,tates 🇺🇸 on 27 October 2018,5,"A wonderful, thoughtful message created by a wonderful, thoughtful show. We do NOT have to make the stink bugs important.
"
Julie, 1 May 2018,5,"Two things I most enjoy: 1) reading the book and 2) reading the reviews about the book. Both brilliant.
"
Nivedita Nair,tates 🇺🇸 on 23 March 2019,5,"This book was even better than expected! It's a great gift or staple in your personal library.
"
Kindle Customer,tates 🇺🇸 on 2 May 2018,5,"Just so awesome. My kid read it and loved it and now is doing his school project on it!
"
Amy Richards,tates 🇺🇸 on 27 May 2018,5,"This is a really good story, well written book and supports a good cause. P.S. Love is forever, the VP is temporary.
"
carol y.,4 June 2021,5,"This is a very cute love story and I am proud to share it with my young son's.  Love is love.
"
Taylor Walker,22 March 2018,1,"A lovely little story perfect for somebunny in your life. Loved the illustrations and voices. Very cute and funny story.
"
Eric Reinholt,tates 🇺🇸 on 21 March 2018,5,"Not only is this entertaining and provides a well-written story with fun illustrations, the money goes to an amazing cause.
"
Jordan,tates 🇺🇸 on 1 May 2018,5,"A beautiful book. The positive from people response gives me hope. #lovewins. I also bought the t-shirt. Go John Oliver!!!!!!
"
I Order A Lot,tates 🇺🇸 on 7 April 2018,5,"Read this book. Like carrots, it'll be good for you. Your kids too! Seven more words are required to post.
"
Michael Janelle,tates 🇺🇸 on 25 July 2018,5,"AWESOME BOOK!!Love Marlon Bundo and his honey bunny😍Great Illustrations, terrific story.Thank you John OliverVery good book.
"
C. Orlando,tates 🇺🇸 on 18 December 2018,5,"Super sweet story reminding us that we are all different and that we get to choose who is in charge.
"
Edmund Velasco,ingdom 🇬🇧 on 23 March 2018,5,"Whether you take it as a political commentary, a children's book, or both--it's a great read!
"
Neely Coyote McCormick, 18 July 2018,5,"Hats off to John Oliver and his team for coming up with this. Pence can go boink, boink, boink himself.
"
Nivedita Nair,tates 🇺🇸 on 20 January 2019,5,"Very sweet story and a beautiful message on love and friendship. I hope we get a prequel about those cats!
"
Kindle Customer,tates 🇺🇸 on 17 November 2018,5,"Great literature for after the hot tub relaxing with a very close personal friend who enjoys very clever animal names!
"
Selene Sassafras, 8 December 2018,5,"I love this book so much. 10/10 would recommend
"
calgal66,une 2021,5,"“For every bunny who has ever felt different.” This is a great book. Thank you John Oliver and HBO!
"
Robblynn,March 2018,1,"One of the best kids books weve read yet.  A1.  Proceeds all go to great causes also.
"
Marcia Nordmeyer,March 2019,5,"This is a beautiful, warm, kind, happy story.  Every child should have the opportunity to read this book.
"
molly jordan,tates on 30 September 2018,5,"Loved it! Beautiful story about love. I will definitely read to my children. Also, Mike Pence is a homophobic dick.
"
